id,ruolo,nome,squadra,pg,mv,mf,gf,gs,rp,rc,rpiu,rmeno,ass,amm,esp,au
6991,P,Siegrist,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
219,P,Sommariva,Genoa,2,5.75,3.75,0,4,0,0,0,0,0,0,0,0
1926,P,Di Gennaro,Inter,1,6,5,0,1,0,0,0,0,0,0,0,0
1930,P,Pinsoglio,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
6482,P,Mandas,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,P,Fruchtl,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
6523,P,Samooja,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,P,Terracciano,Milan,2,6,6,0,0,0,0,0,0,0,0,0,0
6813,P,Torriani,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,P,Contini,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
5338,P,Rinaldi,Parma,1,7,6.5,0,0,0,0,0,0,0,1,0,0
2271,P,Nicolas,Pisa,6,5.92,3.58,0,14,0,0,0,0,0,0,0,0
574,P,Scuffet,Pisa,7,6.21,4.07,0,15,0,0,0,0,0,0,0,0
7169,P,Zelezny,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
610,P,Gollini,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
4518,P,Russo A.,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,P,Satalino,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
216,P,Donnarumma An.,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
7179,P,Israel,Torino,9,5.89,3.83,0,18,0,0,0,0,0,1,0,0
6210,P,Popa,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
543,P,Padelli,Udinese,2,6.25,5.25,0,2,0,0,0,0,0,0,0,0
6842,P,Sava,Udinese,7,5.57,3.5,0,14,0,0,0,0,0,1,0,0
511,P,Perilli,Verona,3,6.17,3.83,0,7,0,0,0,0,0,0,0,0
6125,P,Vasquez D.,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
7185,P,Nunziante,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
158,P,Lezzerini,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,P,Silvestri,Cremonese,4,6.38,4.62,0,7,0,0,0,0,0,0,0,0
7236,P,Toniolo,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
7261,P,Cavlina,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
7285,P,Ferrante,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
7042,P,Calligaris,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
7301,P,Tornqvist,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
6650,P,Sherri,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
7363,P,Siviero,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
7382,P,Pannozzo,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
7383,P,Giacomone,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
5022,D,Pavlovic,Milan,34,6.24,6.62,5,0,0,0,0,0,0,4,0,0
5750,D,Ostigard,Genoa,30,6.13,6.52,5,0,0,0,0,0,0,7,0,0
7181,D,Wesley,Roma,30,6.12,6.47,5,0,0,0,0,0,0,5,2,0
4159,D,Akanji,Inter,32,6.28,6.41,2,0,0,0,0,0,0,4,0,0
5514,D,Vasquez,Genoa,36,6.08,6.14,1,0,0,0,0,0,0,2,0,0
4409,D,Rrahmani,Napoli,21,6.24,6.45,2,0,0,0,0,0,0,3,0,0
6485,D,Kristensen T.,Udinese,28,5.98,6.23,3,0,0,0,0,0,0,4,0,0
6989,D,Tiago Gabriel,Lecce,36,6,6.01,2,0,0,0,0,0,0,7,0,1
6496,D,Bartesaghi,Milan,31,5.97,6.05,2,0,0,0,0,0,0,3,0,1
6202,D,Beukema,Napoli,22,5.93,6.16,2,0,0,0,0,0,0,2,0,0
6664,D,Delprato,Parma,35,5.91,6.01,2,0,0,0,0,0,0,5,0,0
4263,D,Kabasele,Udinese,28,5.98,6.18,3,0,0,0,0,0,0,5,1,0
6869,D,Ramon,Como,32,6.16,6.14,2,0,0,0,0,0,0,11,1,0
7220,D,Belghali,Verona,26,6.1,6.21,2,0,0,0,0,0,0,6,0,0
6066,D,Posch,Como,8,6.06,6.38,1,0,0,0,0,0,0,1,0,0
5835,D,Baschirotto,Cremonese,29,5.95,6.12,2,0,0,0,0,0,0,2,0,0
4177,D,Pavard,Inter,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0
5833,D,Gila,Lazio,31,6.03,5.95,0,0,0,0,0,0,0,3,1,0
460,D,Romagnoli,Lazio,32,6.03,5.92,0,0,0,0,0,0,0,5,1,0
6663,D,Circati,Parma,31,5.92,5.92,1,0,0,0,0,0,0,6,0,0
4665,D,Maripan,Torino,26,5.94,6.1,2,0,0,0,0,0,0,4,0,0
6631,D,Ghilardi,Roma,21,5.98,5.95,0,0,0,0,0,0,0,1,0,0
6480,D,Tchatchoua,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
6672,D,Idzes,Sassuolo,35,5.94,5.9,0,0,0,0,0,0,0,3,0,0
4137,D,Diego Carlos,Como,25,6.14,6.1,1,0,0,0,0,0,0,8,0,0
787,D,Djimsiti,Atalanta,33,5.86,5.8,0,0,0,0,0,0,0,4,0,0
2640,D,Kolasinac,Atalanta,17,6.03,5.94,0,0,0,0,0,0,0,3,0,0
6042,D,Lucumì,Bologna,28,5.88,5.89,1,0,0,0,0,0,0,5,0,0
7012,D,Provstgaard,Lazio,23,5.91,5.85,0,0,0,0,0,0,0,3,0,0
5812,D,Terracciano F.,Cremonese,35,5.86,5.83,2,0,0,0,0,0,0,6,0,2
6887,D,Leoni,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
4772,D,Angelino,Roma,6,5.83,5.67,0,0,0,0,0,0,0,2,0,0
6047,D,Ehizibue,Udinese,26,5.83,5.96,2,0,0,0,0,0,0,5,0,0
6639,D,Frese,Verona,31,5.84,5.84,2,0,0,0,0,0,0,8,0,1
6046,D,Hien,Atalanta,28,5.91,5.86,1,0,0,0,0,0,0,5,0,1
5578,D,Kossounou,Atalanta,16,5.94,6.09,1,0,0,0,0,0,0,1,0,0
4378,D,Ranieri L.,Fiorentina,31,5.85,5.79,1,0,0,0,0,0,0,8,1,0
6039,D,Cabal,Juventus,9,5.94,6.56,2,0,0,0,0,0,0,1,0,0
5620,D,Tavares N.,Lazio,22,5.91,5.8,0,0,0,0,0,0,0,5,0,0
2273,D,Caracciolo A.,Pisa,35,5.8,5.77,2,0,0,0,0,0,0,10,0,1
7240,D,Siebert,Lecce,19,5.68,5.76,1,0,0,0,0,0,0,3,0,0
7352,D,Edmundsson,Verona,15,5.97,5.73,0,0,0,0,0,0,0,3,0,1
7125,D,Idrissi R.,Cagliari,17,5.82,6.09,2,0,0,0,0,0,0,3,0,0
5603,D,Pongracic,Fiorentina,35,5.84,5.67,0,0,0,0,0,0,0,12,0,0
513,D,Acerbi,Inter,16,6.03,5.94,0,0,0,0,0,0,0,3,0,0
5831,D,Gatti,Juventus,16,5.94,6.22,2,0,0,0,0,0,0,3,0,0
2728,D,Pellegrini Lu.,Lazio,24,5.85,5.81,1,0,0,0,0,0,0,8,0,0
6990,D,Veiga D.,Lecce,36,5.82,5.69,0,0,0,0,0,0,0,9,0,0
4401,D,Gabbia,Milan,29,5.91,5.84,0,0,0,0,0,0,0,4,0,0
6531,D,Jimenez A.,Milan,1,5.5,5,0,0,0,0,0,0,0,1,0,0
5840,D,Olivera,Napoli,22,5.75,5.68,0,0,0,0,0,0,0,3,0,0
5307,D,Valenti,Parma,27,5.96,5.83,0,0,0,0,0,0,0,7,0,0
7139,D,Canestrelli,Pisa,37,5.69,5.72,1,0,0,0,0,0,0,4,0,0
697,D,Cuadrado,Pisa,15,6.03,6.13,1,0,0,1,1,0,0,3,0,0
7018,D,Nelsson,Verona,37,5.68,5.57,0,0,0,0,0,0,0,4,0,1
7235,D,Troilo,Parma,21,5.79,5.71,1,0,0,0,0,0,0,5,2,0
6916,D,Ahanor,Atalanta,21,5.79,5.69,0,0,0,0,0,0,0,2,1,0
7068,D,Vitik,Bologna,18,5.94,5.86,0,0,0,0,0,0,0,3,0,0
7130,D,Folino,Cremonese,11,5.77,6.05,1,0,0,0,0,0,0,0,0,0
6495,D,Comuzzo,Fiorentina,24,5.75,5.75,1,0,0,0,0,0,0,2,0,1
6055,D,Thiaw,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
256,D,Juan Jesus,Napoli,21,5.86,5.62,0,0,0,0,0,0,0,8,1,0
7020,D,Salah-Eddine,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
5851,D,Doig,Sassuolo,27,5.85,5.76,0,0,0,0,0,0,0,5,0,0
6894,D,Unai Nunez,Verona,17,5.85,5.59,0,0,0,0,0,0,0,5,0,1
6992,D,Oyegoke,Verona,10,5.8,5.7,0,0,0,0,0,0,0,2,0,0
7212,D,Heggem,Bologna,25,5.84,5.8,0,0,0,0,0,0,0,0,1,0
7268,D,Rodriguez Ju.,Cagliari,16,5.62,5.72,1,0,0,0,0,0,0,3,0,0
6665,D,Coulibaly W.,Sassuolo,18,5.69,5.64,0,0,0,0,0,0,0,2,0,0
4982,D,Erlic,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
487,D,De Silvestri,Bologna,10,6.05,5.95,0,0,0,0,0,0,0,2,0,0
6231,D,Azzi,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
6245,D,Vogliacco,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
791,D,Sabelli,Genoa,13,5.81,5.65,0,0,0,0,0,0,0,0,0,1
322,D,De Vrij,Inter,8,6.12,6.06,0,0,0,0,0,0,0,1,0,0
2525,D,Darmian,Inter,5,6,6,0,0,0,0,0,0,0,0,0,0
6802,D,Savona,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
327,D,Patric,Lazio,10,5.85,5.75,0,0,0,0,0,0,0,2,0,0
2263,D,Lazzari,Lazio,17,5.79,5.74,0,0,0,0,0,0,0,2,0,0
5353,D,Balogh,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,D,Calabresi,Pisa,25,5.74,5.58,0,0,0,0,0,0,0,8,0,0
6533,D,Giannetti L.,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
6211,D,Zemura,Udinese,15,5.87,5.77,0,0,0,0,0,0,0,3,0,0
6957,D,Valentini N.,Verona,19,5.79,5.58,0,0,0,0,0,0,0,6,1,0
7253,D,Bella-Kotchap,Verona,18,5.83,5.75,0,0,0,0,0,0,0,3,0,0
5168,D,Tsimikas,Roma,13,5.73,5.69,0,0,0,0,0,0,0,1,0,0
7335,D,Zatterstrom,Genoa,2,6,6,0,0,0,0,0,0,0,0,0,0
6149,D,Carboni F.,Parma,2,6,6,0,0,0,0,0,0,0,0,0,0
6444,D,Bonfanti,Pisa,9,5.61,5.56,0,0,0,0,0,0,0,1,0,0
5406,D,Di Pardo,Cagliari,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6944,D,Jack,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
5860,D,Ravanelli,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
4904,D,Marì,Fiorentina,10,5.45,5.3,0,0,0,0,0,0,0,3,0,0
5718,D,Viti,Fiorentina,6,5.58,5.33,0,0,0,0,0,0,0,1,1,0
7069,D,Fortini,Fiorentina,12,5.96,5.96,0,0,0,0,0,0,0,0,0,0
6977,D,Otoa,Genoa,10,5.6,5.35,0,0,0,0,0,0,0,1,0,1
294,D,Rugani,Fiorentina,8,5.69,5.56,0,0,0,0,0,0,0,2,0,0
6632,D,Gaspar K.,Lecce,21,5.83,5.64,0,0,0,0,0,0,0,6,1,0
6883,D,Jean,Lecce,5,5.8,5.7,0,0,0,0,0,0,0,1,0,0
6821,D,Hainaut,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
6965,D,Lovik,Parma,6,5.58,5.58,0,0,0,0,0,0,0,0,0,0
6411,D,Mateus Lusuardi,Pisa,3,5.83,5.67,0,0,0,0,0,0,0,1,0,0
7141,D,Rus,Pisa,0,0,0,0,0,0,0,0,0,0,0,0,0
4495,D,Kumbulla,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
6189,D,Missori,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
252,D,Biraghi,Torino,11,5.59,5.59,0,0,0,0,0,0,0,0,0,0
6925,D,Palma,Udinese,4,5.5,5.5,0,0,0,0,0,0,0,0,0,0
7011,D,Slotsager,Verona,6,5.75,5.75,0,0,0,0,0,0,0,0,0,0
7202,D,Ndiaye,Parma,11,5.59,5.36,0,0,0,0,0,0,0,3,1,0
6537,D,Goglichidze,Udinese,6,5.75,5.58,0,0,0,0,0,0,0,2,0,0
7222,D,Cham,Verona,3,5.17,5.17,0,0,0,0,0,0,0,0,0,0
7260,D,Ziolkowski,Roma,9,5.94,5.78,0,0,0,0,0,0,0,3,0,0
7312,D,Arizala,Udinese,5,5.8,5.8,0,0,0,0,0,0,0,0,0,0
7326,D,Helland,Bologna,6,5.5,5.33,0,0,0,0,0,0,0,2,0,0
2006,D,Lirola,Verona,5,5.7,5.6,0,0,0,0,0,0,0,1,0,0
7336,D,Tchoca,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
7356,D,Mlacic,Udinese,3,5.83,5.67,0,0,0,0,0,0,0,2,0,0
7377,D,Balbo,Fiorentina,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0
5498,D,Casale,Bologna,10,5.65,5.65,0,0,0,0,0,0,0,0,0,0
6551,D,Ilic M.,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
6464,D,Wieteska,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
6636,D,Veroli,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
418,D,Goldaniga,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
5891,D,Quagliata,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,D,Sernicola,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
6803,D,Rouhi,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
5899,D,Gigot,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
140,D,Hysaj,Lazio,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0
7164,D,Perez M.,Lecce,1,5,5,0,0,0,0,0,0,0,0,0,0
7136,D,Kouassi,Lecce,4,5.5,5.5,0,0,0,0,0,0,0,0,0,0
7182,D,Ndaba,Lecce,9,5.5,5.5,0,0,0,0,0,0,0,0,0,0
7140,D,Coppola F.,Pisa,5,5.1,4.9,0,0,0,0,0,0,0,3,0,0
7170,D,Mbambi,Pisa,0,0,0,0,0,0,0,0,0,0,0,0,0
7142,D,Esteves T.,Pisa,0,0,0,0,0,0,0,0,0,0,0,0,0
6885,D,Abdulhamid,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
7154,D,Odenthal,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,D,Romagna,Sassuolo,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0
6431,D,Paz Y.,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
7156,D,Pieragnolo,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
6041,D,Schuurs,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
6826,D,Dembelè A.,Torino,1,5,5,0,0,0,0,0,0,0,0,0,0
7196,D,Denoon,Pisa,2,5.5,5.25,0,0,0,0,0,0,0,1,0,0
6985,D,Candè,Sassuolo,8,5.69,5.56,0,0,0,0,0,0,0,2,0,0
5324,D,Godfrey,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
7238,D,Kouadio,Fiorentina,1,6,6,0,0,0,0,0,0,0,0,0,0
6351,D,Lamptey,Fiorentina,1,6,6,0,0,0,0,0,0,0,0,0,0
6870,D,Faye,Cremonese,7,5.71,5.64,0,0,0,0,0,0,0,1,0,0
7271,D,Odogu,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
6874,D,Palacios T.,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
7325,D,Bozhinov,Pisa,8,5.25,5.06,0,0,0,0,0,0,0,1,1,0
7346,D,Raterink,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
5564,C,Ndoye,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
6717,C,Konè I.,Sassuolo,35,6.19,6.63,6,0,0,0,0,0,0,3,1,0
4186,C,Guendouzi,Lazio,16,6.16,6.31,2,0,0,0,0,0,0,5,1,0
632,C,Zaccagni,Lazio,26,5.88,5.96,3,0,0,1,0,1,0,6,1,0
5888,C,Casadei,Torino,32,5.97,6.45,6,0,0,0,0,0,0,5,0,0
7351,C,Santos A.,Napoli,13,6.35,7.23,4,0,0,0,0,0,0,1,0,0
5393,C,Man,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
6252,C,Folorunsho,Cagliari,26,6.04,6.21,2,0,0,0,0,0,0,3,0,0
4287,C,Lobotka,Napoli,31,6.05,6.1,1,0,0,0,0,0,0,3,0,0
6054,C,Moro N.,Bologna,28,5.93,6.12,2,0,0,0,0,0,0,1,0,0
6294,C,Ndour,Fiorentina,30,5.8,6.07,3,0,0,0,0,0,0,2,0,0
5791,C,Frendrup,Genoa,36,5.96,5.97,1,0,0,0,0,0,0,5,0,0
6680,C,Karlstrom,Udinese,36,5.96,5.96,1,0,0,0,0,0,0,6,0,0
5761,C,Zhegrova,Juventus,12,5.96,5.96,0,0,0,0,0,0,0,1,0,0
6394,C,Ramadani,Lecce,37,5.91,5.85,1,0,0,0,0,0,0,10,0,0
7223,C,Vergara,Napoli,8,6.25,6.5,1,0,0,0,0,0,0,2,0,0
2670,C,Bailey,Roma,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0
6424,C,Prati,Torino,32,5.88,5.88,1,0,0,0,0,0,0,6,0,0
4662,C,Weah,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,C,Gilmour,Napoli,13,6.08,6.27,1,0,0,0,0,0,0,1,0,0
7198,C,Piotrowski,Udinese,30,5.88,5.95,1,0,0,0,0,0,0,2,0,0
6274,C,Diouf,Inter,10,6.15,6.45,1,0,0,0,0,0,0,1,0,0
801,C,Gagliardini,Verona,29,5.91,5.84,1,0,0,0,0,0,0,10,0,0
6024,C,Sulemana I.,Cagliari,18,5.69,5.78,1,0,0,0,0,0,0,3,0,0
6206,C,Fabbian,Fiorentina,22,5.8,6.05,2,0,0,0,0,0,0,2,0,0
6629,C,Dele-Bashiru,Lazio,21,5.69,5.83,1,0,0,0,0,0,0,0,0,0
7138,C,Ordonez C.,Parma,21,5.79,5.81,1,0,0,0,0,0,0,3,1,0
6458,C,Serdar,Verona,18,5.97,6.22,2,0,0,0,0,0,0,3,0,0
5858,C,Ferguson,Bologna,23,5.8,5.78,1,0,0,0,0,0,0,5,1,0
27,C,Grassi,Cremonese,28,5.79,5.7,0,0,0,0,0,0,0,3,1,0
2842,C,Zanimacchia,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
5457,C,Maleh,Cremonese,21,5.69,5.71,1,0,0,0,0,0,0,3,1,0
5992,C,Bondo,Cremonese,27,5.85,5.76,0,0,0,0,0,0,0,5,0,0
5295,C,Musah,Atalanta,16,5.94,6.09,1,0,0,0,0,0,0,1,0,0
7146,C,Tourè I.,Pisa,30,5.82,5.82,1,0,0,0,0,0,0,4,1,0
6481,C,Payero,Cremonese,25,5.9,5.86,1,0,0,0,0,0,0,8,0,0
5286,C,Akpa Akpro,Verona,22,5.86,5.8,1,0,0,0,0,0,0,9,0,0
7322,C,Ngom,Lecce,13,5.69,5.65,0,0,0,0,0,0,0,1,0,0
7331,C,Loyola,Pisa,11,5.55,5.73,1,0,0,0,0,0,0,0,1,0
7341,C,Amorim,Genoa,9,5.72,5.67,0,0,0,0,0,0,0,1,0,0
6106,C,Carboni V.,Genoa,10,5.7,5.6,0,0,0,0,0,0,0,2,0,0
2848,C,Frattesi,Inter,14,5.89,5.89,0,0,0,0,0,0,0,0,0,0
5685,C,Koopmeiners,Juventus,29,5.64,5.55,0,0,0,0,0,0,0,5,0,0
4856,C,Chukwueze,Milan,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
7145,C,Piccinini G.,Pisa,22,5.77,5.7,0,0,0,0,0,0,0,3,0,0
4930,C,Ghion,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
5688,C,Harroui,Verona,17,5.74,5.85,1,0,0,1,1,0,0,3,0,0
6486,C,Suslov,Verona,10,5.75,5.6,0,0,0,0,0,0,0,1,1,0
6218,C,Oristanio,Parma,18,5.78,5.92,1,0,0,0,0,0,0,1,0,0
6225,C,El Azzouzi,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,C,Sergi Roberto,Como,13,5.85,5.73,0,0,0,0,0,0,0,3,0,0
5863,C,Castagnetti,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
6010,C,Fazzini,Fiorentina,12,5.88,5.83,0,0,0,0,0,0,0,2,0,0
4911,C,Douglas Luiz,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
6410,C,Kaba,Lecce,11,5.77,5.73,0,0,0,0,0,0,0,1,0,0
6984,C,Ondrejka,Parma,15,5.7,5.63,0,0,0,0,0,0,0,2,0,0
7147,C,Hojholt,Pisa,15,5.57,5.5,0,0,0,0,0,0,0,2,0,0
7150,C,Vural,Pisa,14,5.79,5.64,0,0,0,0,0,0,0,4,0,0
7157,C,Iannoni,Sassuolo,5,6,6.5,1,0,0,0,0,0,0,3,0,0
6212,C,Zarraga,Udinese,10,5.75,5.7,0,0,0,0,0,0,0,2,0,0
7254,C,Lorran,Pisa,4,5.88,6.62,1,0,0,0,0,0,0,0,0,0
6528,C,Sarmiento J.,Cremonese,5,5.9,5.9,0,0,0,0,0,0,0,0,0,0
6112,C,Iling Junior,Pisa,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
6676,C,Engelhardt,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
7132,C,Collocolo,Cremonese,5,5.9,5.8,0,0,0,0,0,0,0,1,0,0
5857,C,Pickel,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
6804,C,Richardson,Fiorentina,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
5788,C,Sabiri,Fiorentina,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6980,C,Venturino,Roma,7,5.86,5.86,0,0,0,0,0,0,0,0,0,0
6722,C,Gronbaek,Genoa,2,5.5,5.25,0,0,0,0,0,0,0,1,0,0
5719,C,Asllani,Torino,14,5.57,5.25,0,0,0,1,0,1,0,3,0,0
5872,C,Helgason,Lecce,4,5.62,5.62,0,0,0,0,0,0,0,0,0,0
4423,C,Hernani,Parma,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0
7149,C,Marin M.,Pisa,20,5.88,5.7,0,0,0,0,0,0,0,7,0,0
6219,C,Boloca,Sassuolo,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
6889,C,Anjorin,Torino,9,5.78,5.72,0,0,0,0,0,0,0,1,0,0
6506,C,Fini,Genoa,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
7248,C,Gorter,Lecce,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
4677,C,Cornet,Genoa,5,5.1,4.5,0,0,0,1,0,1,0,0,0,0
7036,C,Bakola,Sassuolo,3,6.17,6.17,0,0,0,0,0,0,0,0,0,0
7165,C,Liteta,Cagliari,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0
6656,C,Braunoder,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,C,Alli,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,C,Valoti,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
5516,C,Bianco,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
